2024-01-21 04:23:44,683 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Current SDK version is 0.16.2
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Configure stats pid to 94531
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Loading settings from /Users/suhuangyuan/.config/wandb/settings
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Loading settings from /Users/suhuangyuan/DRA/wandb/settings
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/Users/suhuangyuan/DRA/main.py', 'program': '/Users/suhuangyuan/DRA/main.py'}
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_init.py:_log_setup():526] Logging user logs to /Users/suhuangyuan/DRA/wandb/run-20240121_042344-8h1azmi8/logs/debug.log
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_init.py:_log_setup():527] Logging internal logs to /Users/suhuangyuan/DRA/wandb/run-20240121_042344-8h1azmi8/logs/debug-internal.log
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_init.py:init():566] calling init triggers
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {}
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_init.py:init():616] starting backend
2024-01-21 04:23:44,684 INFO    MainThread:94531 [wandb_init.py:init():620] setting up manager
2024-01-21 04:23:44,684 INFO    MainThread:94531 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-01-21 04:23:44,685 INFO    MainThread:94531 [wandb_init.py:init():628] backend started and connected
2024-01-21 04:23:44,688 INFO    MainThread:94531 [wandb_init.py:init():720] updated telemetry
2024-01-21 04:23:44,717 INFO    MainThread:94531 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-01-21 04:23:47,710 INFO    MainThread:94531 [wandb_run.py:_on_init():2254] communicating current version
2024-01-21 04:23:50,470 INFO    MainThread:94531 [wandb_run.py:_on_init():2263] got version response 
2024-01-21 04:23:50,470 INFO    MainThread:94531 [wandb_init.py:init():804] starting run threads in backend
2024-01-21 04:23:52,038 INFO    MainThread:94531 [wandb_run.py:_console_start():2233] atexit reg
2024-01-21 04:23:52,038 INFO    MainThread:94531 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2024-01-21 04:23:52,038 INFO    MainThread:94531 [wandb_run.py:_redirect():2153] Wrapping output streams.
2024-01-21 04:23:52,038 INFO    MainThread:94531 [wandb_run.py:_redirect():2178] Redirects installed.
2024-01-21 04:23:52,038 INFO    MainThread:94531 [wandb_init.py:init():847] run started, returning control to user process
